GSM	sample_id	group	assay	mark	track_type	status	n_intervals	file_size_bytes	elapsed_seconds	output_file	error_message	fname	url	GSE	title
GSM4604199	1916	AML	CUT&Tag	H3K27me3	H3K27me3	success	6016	253317	1.3925600051879883	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/H3K27me3/GSM4604199_1916_H3K27me3_DNMT3A.bedGraph	NA	GSM4604199_1916_CUT_TAG_H3K27me3.MACS2.nodup_x_ctl.pval.signal.bigwig	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4604nnn/GSM4604199/suppl//GSM4604199_1916_CUT_TAG_H3K27me3.MACS2.nodup_x_ctl.pval.signal.bigwig	GSE152132	1916_CUT&TAG_H3K27me3
GSM4604195	270	AML	CUT&Tag	H3K27me3	H3K27me3	success	11258	482144	1.3677198886871338	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/H3K27me3/GSM4604195_270_H3K27me3_DNMT3A.bedGraph	NA	GSM4604195_270_CUT_TAG_H3K27me3.MACS2.nodup_x_ctl.pval.signal.bigwig	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4604nnn/GSM4604195/suppl//GSM4604195_270_CUT_TAG_H3K27me3.MACS2.nodup_x_ctl.pval.signal.bigwig	GSE152132	270_CUT&TAG_H3K27me3
GSM4604200	472	AML	CUT&Tag	H3K27me3	H3K27me3	success	12950	552329	1.320986032485962	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/H3K27me3/GSM4604200_472_H3K27me3_DNMT3A.bedGraph	NA	GSM4604200_472_CUT_TAG_H3K27me3.MACS2.nodup_x_ctl.pval.signal.bigwig	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4604nnn/GSM4604200/suppl//GSM4604200_472_CUT_TAG_H3K27me3.MACS2.nodup_x_ctl.pval.signal.bigwig	GSE152132	472_CUT&TAG_H3K27me3
GSM4604198	546	AML	CUT&Tag	H3K27me3	H3K27me3	success	12219	519736	1.4371860027313232	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/H3K27me3/GSM4604198_546_H3K27me3_DNMT3A.bedGraph	NA	GSM4604198_546_CUT_TAG_H3K27me3.MACS2.nodup_x_ctl.pval.signal.bigwig	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4604nnn/GSM4604198/suppl//GSM4604198_546_CUT_TAG_H3K27me3.MACS2.nodup_x_ctl.pval.signal.bigwig	GSE152132	546_CUT&TAG_H3K27me3
GSM4604194	629	AML	CUT&Tag	H3K27me3	H3K27me3	success	21612	930227	1.4543039798736572	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/H3K27me3/GSM4604194_629_H3K27me3_DNMT3A.bedGraph	NA	GSM4604194_629_CUT_TAG_H3K27me3.MACS2.nodup_x_ctl.pval.signal.bigwig	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4604nnn/GSM4604194/suppl//GSM4604194_629_CUT_TAG_H3K27me3.MACS2.nodup_x_ctl.pval.signal.bigwig	GSE152132	629_CUT&TAG_H3K27me3
GSM4604196	773	AML	CUT&Tag	H3K27me3	H3K27me3	success	6186	264903	1.3933279514312744	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/H3K27me3/GSM4604196_773_H3K27me3_DNMT3A.bedGraph	NA	GSM4604196_773_CUT_TAG_H3K27me3.MACS2.nodup_x_ctl.pval.signal.bigwig	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4604nnn/GSM4604196/suppl//GSM4604196_773_CUT_TAG_H3K27me3.MACS2.nodup_x_ctl.pval.signal.bigwig	GSE152132	773_CUT&TAG_H3K27me3
GSM4604192	103	PBMC	CUT&Tag	H3K27me3	H3K27me3	success	10785	458799	1.312014102935791	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/H3K27me3/GSM4604192_103_H3K27me3_DNMT3A.bedGraph	NA	GSM4604192_103_CUT_TAG_H3K27me3.MACS2.nodup_x_ctl.pval.signal.bigwig	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4604nnn/GSM4604192/suppl//GSM4604192_103_CUT_TAG_H3K27me3.MACS2.nodup_x_ctl.pval.signal.bigwig	GSE152132	103_CUT&TAG_H3K27me3
GSM4604193	673	PBMC	CUT&Tag	H3K27me3	H3K27me3	success	2733	116338	1.468200922012329	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/H3K27me3/GSM4604193_673_H3K27me3_DNMT3A.bedGraph	NA	GSM4604193_673_CUT_TAG_H3K27me3.MACS2.nodup_x_ctl.pval.signal.bigwig	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4604nnn/GSM4604193/suppl//GSM4604193_673_CUT_TAG_H3K27me3.MACS2.nodup_x_ctl.pval.signal.bigwig	GSE152132	673_CUT&TAG_H3K27me3
GSM4603053	018	AML	WGBS	NA	WGBS	success	12856	379372	1.349330186843872	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/WGBS/GSM4603053_018_WGBS_DNMT3A.bedGraph	NA	GSM4603053_allc_18.CGN.10bp.bw	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4603nnn/GSM4603053/suppl//GSM4603053_allc_18.CGN.10bp.bw	GSE152099	018_WGBS
GSM4603058	027	AML	WGBS	NA	WGBS	success	12955	386877	1.2919268608093262	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/WGBS/GSM4603058_027_WGBS_DNMT3A.bedGraph	NA	GSM4603058_allc_27.CGN.10bp.bw	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4603nnn/GSM4603058/suppl//GSM4603058_allc_27.CGN.10bp.bw	GSE152099	027_WGBS
GSM5688604	1071	AML	WGBS	NA	WGBS	success	14502	517809	1.6012139320373535	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/WGBS/GSM5688604_1071_WGBS_DNMT3A.bedGraph	NA	GSM5688604_allc_1071.CGN.10bp.bw	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5688nnn/GSM5688604/suppl//GSM5688604_allc_1071.CGN.10bp.bw	GSE152099	1071_WGBS
GSM5688605	1324	AML	WGBS	NA	WGBS	success	14457	511708	1.415337085723877	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/WGBS/GSM5688605_1324_WGBS_DNMT3A.bedGraph	NA	GSM5688605_allc_1324.CGN.10bp.bw	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5688nnn/GSM5688605/suppl//GSM5688605_allc_1324.CGN.10bp.bw	GSE152099	1324_WGBS
GSM4603057	168	AML	WGBS	NA	WGBS	success	12965	385696	1.5122590065002441	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/WGBS/GSM4603057_168_WGBS_DNMT3A.bedGraph	NA	GSM4603057_allc_168.CGN.10bp.bw	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4603nnn/GSM4603057/suppl//GSM4603057_allc_168.CGN.10bp.bw	GSE152099	168_WGBS
GSM4603054	260	AML	WGBS	NA	WGBS	success	12964	385021	1.7730469703674316	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/WGBS/GSM4603054_260_WGBS_DNMT3A.bedGraph	NA	GSM4603054_allc_260.CGN.10bp.bw	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4603nnn/GSM4603054/suppl//GSM4603054_allc_260.CGN.10bp.bw	GSE152099	260_WGBS
GSM4603050	270	AML	WGBS	NA	WGBS	success	13377	417460	1.5992889404296875	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/WGBS/GSM4603050_270_WGBS_DNMT3A.bedGraph	NA	GSM4603050_allc_270.CGN.10bp.bw	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4603nnn/GSM4603050/suppl//GSM4603050_allc_270.CGN.10bp.bw	GSE152099	270_WGBS
GSM5688606	424	AML	WGBS	NA	WGBS	success	13889	452585	1.2711031436920166	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/WGBS/GSM5688606_424_WGBS_DNMT3A.bedGraph	NA	GSM5688606_allc_424.CGN.10bp.bw	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5688nnn/GSM5688606/suppl//GSM5688606_allc_424.CGN.10bp.bw	GSE152099	424_WGBS
GSM4603056	472	AML	WGBS	NA	WGBS	success	13032	393446	1.494920015335083	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/WGBS/GSM4603056_472_WGBS_DNMT3A.bedGraph	NA	GSM4603056_allc_472.CGN.10bp.bw	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4603nnn/GSM4603056/suppl//GSM4603056_allc_472.CGN.10bp.bw	GSE152099	472_WGBS
GSM5688607	496	AML	WGBS	NA	WGBS	success	13744	442134	1.6220431327819824	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/WGBS/GSM5688607_496_WGBS_DNMT3A.bedGraph	NA	GSM5688607_allc_496.CGN.10bp.bw	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5688nnn/GSM5688607/suppl//GSM5688607_allc_496.CGN.10bp.bw	GSE152099	496_WGBS
GSM5688608	504	AML	WGBS	NA	WGBS	success	13816	451335	1.4618420600891113	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/WGBS/GSM5688608_504_WGBS_DNMT3A.bedGraph	NA	GSM5688608_allc_504.CGN.10bp.bw	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5688nnn/GSM5688608/suppl//GSM5688608_allc_504.CGN.10bp.bw	GSE152099	504_WGBS
GSM4603055	546	AML	WGBS	NA	WGBS	success	12919	382815	1.3457601070404053	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/WGBS/GSM4603055_546_WGBS_DNMT3A.bedGraph	NA	GSM4603055_allc_546.CGN.10bp.bw	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4603nnn/GSM4603055/suppl//GSM4603055_allc_546.CGN.10bp.bw	GSE152099	546_WGBS
GSM4603052	566	AML	WGBS	NA	WGBS	success	12761	374855	1.2295939922332764	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/WGBS/GSM4603052_566_WGBS_DNMT3A.bedGraph	NA	GSM4603052_allc_566.CGN.10bp.bw	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4603nnn/GSM4603052/suppl//GSM4603052_allc_566.CGN.10bp.bw	GSE152099	566_WGBS
GSM4603049	629	AML	WGBS	NA	WGBS	success	14060	469421	1.4991018772125244	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/WGBS/GSM4603049_629_WGBS_DNMT3A.bedGraph	NA	GSM4603049_allc_629.CGN.10bp.bw	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4603nnn/GSM4603049/suppl//GSM4603049_allc_629.CGN.10bp.bw	GSE152099	629_WGBS
GSM4603051	773	AML	WGBS	NA	WGBS	success	13200	402901	1.6694250106811523	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/WGBS/GSM4603051_773_WGBS_DNMT3A.bedGraph	NA	GSM4603051_allc_773.CGN.10bp.bw	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4603nnn/GSM4603051/suppl//GSM4603051_allc_773.CGN.10bp.bw	GSE152099	773_WGBS
GSM5688609	798	AML	WGBS	NA	WGBS	success	13863	452965	1.2951600551605225	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/WGBS/GSM5688609_798_WGBS_DNMT3A.bedGraph	NA	GSM5688609_allc_798.CGN.10bp.bw	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5688nnn/GSM5688609/suppl//GSM5688609_allc_798.CGN.10bp.bw	GSE152099	798_WGBS
GSM5688610	838	AML	WGBS	NA	WGBS	success	14087	473730	1.3528168201446533	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/WGBS/GSM5688610_838_WGBS_DNMT3A.bedGraph	NA	GSM5688610_allc_838.CGN.10bp.bw	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5688nnn/GSM5688610/suppl//GSM5688610_allc_838.CGN.10bp.bw	GSE152099	838_WGBS
GSM5688611	933	AML	WGBS	NA	WGBS	success	14000	461506	1.5588319301605225	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/WGBS/GSM5688611_933_WGBS_DNMT3A.bedGraph	NA	GSM5688611_allc_933.CGN.10bp.bw	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5688nnn/GSM5688611/suppl//GSM5688611_allc_933.CGN.10bp.bw	GSE152099	933_WGBS
GSM4603047	103	PBMC	WGBS	NA	WGBS	already_exists	NA	466555	NA	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/WGBS/GSM4603047_103_WGBS_DNMT3A.bedGraph	NA	GSM4603047_allc_103.CGN.10bp.bw	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4603nnn/GSM4603047/suppl//GSM4603047_allc_103.CGN.10bp.bw	GSE152099	103_WGBS
GSM4603048	673	PBMC	WGBS	NA	WGBS	success	13304	415264	2.001513957977295	C:/Users/Wolff/OneDrive - Universität Salzburg/Scripts_Computing/R/GSE152136_DNMT3A/tracks/regional_1d/WGBS/GSM4603048_673_WGBS_DNMT3A.bedGraph	NA	GSM4603048_allc_673.CGN.10bp.bw	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4603nnn/GSM4603048/suppl//GSM4603048_allc_673.CGN.10bp.bw	GSE152099	673_WGBS
